,COPOD_ROC,DeepSVDD_ROC,COPOD_PR,DeepSVDD_PR
2_2_010010001_000000001_business_crime_good news_weird news,0.5658056342929956,0.4965857866974458,0.5944888455839497,0.4981903084203287
2_2_010010001_010000000_business_crime_fifty,0.46573357128171117,0.46709262259344425,0.4915087888655762,0.46933295367639577
2_2_010010001_010011011_business_crime_money,0.5072582067464533,0.47381510615161027,0.5167328100225829,0.473869683795524
2_2_010010001_110011001_business_crime_tech,0.5338976684422376,0.5057945478857451,0.5386428927755444,0.5099346860892567
2_2_011000010_010000000_weddings_fifty,0.36875464805975944,0.5093995337102467,0.3997322913036326,0.5043736468275295
2_2_011000110_001000100_home & living_style,0.5171718968837756,0.46254464591836875,0.4986440576671086,0.46250397949976163
2_2_100000001_000000000_world news_u.s. news_media_religion,0.6049361591365194,0.5135818185719953,0.6190923284376939,0.5083019732374748
2_2_100000001_100001000_world news_u.s. news_environment,0.6399003185144883,0.5317406228383872,0.6494130409885205,0.5308586238454106
2_2_100000001_101000101_world news_u.s. news_arts & culture,0.6230887149534453,0.5125091688493952,0.6310251381921373,0.5144746408115727
2_2_100000010_000000000_impact_media_religion,0.4876804637808412,0.5368632270122002,0.49791653473036224,0.5204891959371762
2_2_100000010_100000001_impact_world news_u.s. news,0.6085511800785137,0.465111676143789,0.6132213950269296,0.47170650343913517
2_2_100000010_100001000_impact_environment,0.4592978202710407,0.49242131485461166,0.4727850796448705,0.48870137391522156
2_2_100001000_010001000_environment_college,0.49461479658563,0.5042845222350345,0.5066872178631625,0.5027001448806141
2_2_100011000_110011001_science_tech,0.5549521697234618,0.48749619134263916,0.5456638022021753,0.4890253110621886
2_2_110000110_011000110_healthy living tips_home & living,0.46804690756426715,0.5039476310405274,0.46875007998951246,0.5050247000864128
2_2_110000110_100000010_healthy living tips_impact,0.43441638133810045,0.5328727641882914,0.4516273694938664,0.5213371425048966
2_2_110011001_010011011_tech_money,0.5204618244785095,0.5447904641735348,0.49722682752456226,0.5387653145015835
2_2_111000100_001000100_travel_style,0.46029232386914903,0.5413508733188817,0.46110710806225186,0.5401747826478291
2_2_111000100_011000110_travel_home & living,0.4755590964569226,0.4398341537740271,0.460589177412441,0.45962606168312803
2_2_111000100_101000101_travel_arts & culture,0.4436066390629473,0.5006497042905791,0.44777025994220876,0.49770293395813253
2_2_111000100_110000110_travel_healthy living tips,0.44365580550459977,0.5288263142838512,0.4476921529022703,0.5239169679419835
2_3_000000000_010001000_media_religion_college,0.5332733220814581,0.4325026605488581,0.5545408884364832,0.45615863644981136
2_3_000000000_100001000_media_religion_environment,0.535482312159334,0.5079450547194415,0.5568923426585242,0.5054925266879617
2_3_000000001_000100000_good news_weird news_latino voices,0.6065713440541661,0.5069231008393731,0.6208609512615909,0.5181774833074321
2_3_000000001_010000000_good news_weird news_fifty,0.45521100177744744,0.5622675912755837,0.5039793152742236,0.5648463694225979
2_3_000101000_000000000_black voices_women_media_religion,0.5578382552176253,0.4923319538047665,0.5623719490012402,0.49370187159969703
2_3_000101000_010001000_black voices_women_college,0.5302355515206698,0.49550717352202955,0.5189419842231487,0.49664811628538647
2_3_000101000_100001000_black voices_women_environment,0.5189726287161822,0.49043207688295665,0.5184879242600697,0.4962139773909544
2_3_000101010_000100000_queer voices_latino voices,0.5479684039837992,0.47046961133307585,0.5419032004691448,0.4832237185609474
2_3_001000100_101000101_style_arts & culture,0.4986547017151511,0.4926245159478583,0.49563414499030994,0.4959739903871006
2_3_010000000_000100000_fifty_latino voices,0.3979704996642971,0.5573058437289893,0.44934036020493767,0.5359643903342008
2_3_010001000_010011001_college_education,0.4378731508338909,0.4538674767509476,0.4503383394855309,0.46138831844510403
2_3_010010001_000000001_business_crime_good news_weird news,0.5633143569958807,0.4819690291092562,0.5906163435355472,0.4863462850573085
2_3_010010001_010011011_business_crime_money,0.512492196056634,0.46128730472551926,0.5156874695765482,0.4686987045006884
2_3_010010001_110011001_business_crime_tech,0.5415607097115389,0.47697504706164934,0.541728188265909,0.4777797820550111
2_3_011000010_010000000_weddings_fifty,0.343630852483718,0.5196111125292038,0.39090403599081947,0.507425703122253
2_3_011000110_001000100_home & living_style,0.5163710413609821,0.517153091488566,0.4997569814659827,0.5441516443644228
2_3_100000001_100001000_world news_u.s. news_environment,0.7346599697239227,0.5117810703596489,0.7341261520701905,0.512121656665637
2_3_100000001_101000101_world news_u.s. news_arts & culture,0.686487172128236,0.6176675623046696,0.6960797231953779,0.6296820996167884
2_3_100000010_000000000_impact_media_religion,0.511412248300577,0.4203211800711616,0.5350707720097273,0.45558047443973404
2_3_100000010_100000001_impact_world news_u.s. news,0.6404851240399153,0.46354476543385237,0.6525781529288559,0.48034029125664873
2_3_100000010_100001000_impact_environment,0.4696719792991535,0.5203309854830929,0.47906547733517674,0.5211632642496418
2_3_100001000_010001000_environment_college,0.548860157455948,0.5361431766019135,0.5623418867137314,0.530738501306779
2_3_100011000_110011001_science_tech,0.5950265933107596,0.513424642416869,0.5752060807788195,0.5183744344731367
2_3_110000110_011000110_healthy living tips_home & living,0.49112515035669974,0.4999438784828686,0.4826395953390024,0.4991237796799544
2_3_110000110_100000010_healthy living tips_impact,0.446427919831866,0.45969135900908803,0.4610212135707368,0.4618880700023194
2_3_110011001_010011011_tech_money,0.5733107264624554,0.5362150326183253,0.5376852305351372,0.5198616252201278
2_3_111000100_001000100_travel_style,0.46119613200210696,0.5249408826929085,0.46210911983465114,0.512715853574392
2_3_111000100_011000110_travel_home & living,0.4842836054288546,0.5606203624577415,0.46801309396790425,0.5484808337026593
2_3_111000100_101000101_travel_arts & culture,0.44595374419718165,0.4637659151104915,0.45126553832605987,0.4696306877080343
2_3_111000100_110000110_travel_healthy living tips,0.44838113434548116,0.4496729502230303,0.45205792507492215,0.4614276692742917
2_4_000000001_000100000_good news_weird news_latino voices,0.6243515400352307,0.5414420802312474,0.6405684211840165,0.5552690532863018
2_4_000101010_000100000_queer voices_latino voices,0.5600426748488507,0.46150510444145865,0.5561459786367939,0.4687125978473028
2_4_010001000_010011001_college_education,0.5325753001311584,0.47635433728927257,0.5303563021541281,0.4814011703329492
2_4_010010001_010011011_business_crime_money,0.5317563778132698,0.5424032627636396,0.5488474349438321,0.5336388236387691
2_4_010010001_110011001_business_crime_tech,0.5606898269050156,0.4733469861487577,0.5738397047408971,0.47748930377422116
2_4_100011000_110011001_science_tech,0.6880356748725512,0.5566802773456215,0.6664950425266055,0.5564984007346614
2_4_110000110_011000110_healthy living tips_home & living,0.45273069595396503,0.46219429394531586,0.4574050543834259,0.46763149376579655
2_4_110011001_010011011_tech_money,0.5605601828236999,0.46164068162903704,0.5293119525491231,0.4688004337795917
2_4_111000100_011000110_travel_home & living,0.42947228453417363,0.5584942737294791,0.4336067172076937,0.5676908979505138
2_4_111000100_101000101_travel_arts & culture,0.4151827666228081,0.46637115737032436,0.4311919620474364,0.47602711617075405
2_4_111000100_110000110_travel_healthy living tips,0.41569122959809723,0.5526686028074086,0.43259915596376136,0.5427435205740995
2_5_110011001_010011011_tech_money,0.5607366305135708,0.506099593277672,0.5223541814911514,0.5168965743780405
3_2_000000000_100011000_media_religion_science,0.5165700136412217,0.49984495832943165,0.534276682904587,0.5049803407034055
3_2_000000001_001000100_good news_weird news_style,0.585770196513959,0.5539597811358263,0.5771178725049246,0.5545029976274243
3_2_000000001_010001000_good news_weird news_college,0.5561366964749914,0.47884483047909254,0.5881466401533173,0.48142935979459006
3_2_000000001_010011001_good news_weird news_education,0.586131973959026,0.4953227807715901,0.5970980221202001,0.5117354532181732
3_2_000000001_100001000_good news_weird news_environment,0.6247950553877037,0.4864822068342499,0.6192748543596621,0.4952091433996778
3_2_000000001_101000101_good news_weird news_arts & culture,0.5826743214136841,0.4956662691614818,0.5933523756413048,0.5098025818146377
3_2_000000100_000101000_entertainment_comedy_black voices_women,0.5371300321086785,0.5427334473771946,0.5447324740854076,0.5480628132660449
3_2_000000100_010001000_entertainment_comedy_college,0.5349560132997833,0.46806075055855606,0.5408512133680355,0.48336089554141254
3_2_000000100_011000110_entertainment_comedy_home & living,0.5269469924906365,0.5018500855708053,0.5293144053308548,0.5028195056599315
3_2_000000100_100000001_entertainment_comedy_world news_u.s. news,0.6324225968997106,0.43400318952297867,0.6487198490915388,0.45545680675933037
3_2_000000100_100000010_entertainment_comedy_impact,0.5215706877087171,0.4856773485313074,0.5351102975781022,0.48423758447396137
3_2_000000100_100001000_entertainment_comedy_environment,0.5459760784087195,0.47217584624094755,0.5634954635565368,0.4890811028711031
3_2_000000100_101000101_entertainment_comedy_arts & culture,0.5367958969751658,0.5341132876881414,0.5532524782749632,0.5338454310224475
3_2_000000100_110000110_entertainment_comedy_healthy living tips,0.5054572991476658,0.5378011981929206,0.5168685839687471,0.5331691147981944
3_2_000000100_111000100_entertainment_comedy_travel,0.5096008910311551,0.5018858541664104,0.5202985858758651,0.5097144707039112
3_2_000101000_000000001_black voices_women_good news_weird news,0.6298909976984639,0.5095683254960076,0.6201378624606428,0.5165914528116133
3_2_000101000_010000000_black voices_women_fifty,0.49214069744806715,0.4710873542945981,0.49567404517147784,0.47732188663942515
3_2_000101000_100011000_black voices_women_science,0.5159368177389986,0.48226838092081714,0.5124658136973682,0.4842269187390076
3_2_000101010_000000000_queer voices_media_religion,0.5065827780736967,0.4683268246805184,0.5170904014232187,0.4809987621960471
3_2_000101010_010001000_queer voices_college,0.4657762322396007,0.47173681349582297,0.4732665001089349,0.47670079654146535
3_2_000101010_100000010_queer voices_impact,0.4551195335438052,0.48614928679589964,0.46363907584759706,0.48275043077014035
3_2_000101010_100001000_queer voices_environment,0.4812084865108473,0.48852499335311983,0.49363289437450675,0.48908221984796485
3_2_001000100_000100000_style_latino voices,0.5087124740804726,0.5341842848571127,0.5005470545032487,0.5329696150787309
3_2_001000100_010000000_style_fifty,0.4503235586152049,0.5216770637624741,0.45645704065234605,0.5213171339806912
3_2_010000000_010011001_fifty_education,0.31219954648526077,0.515085923468316,0.38328061149137177,0.5038808187822056
3_2_010000001_010011011_politics_sports_money,0.5613476820758545,0.47996897173699177,0.5486152029651953,0.48326417759609186
3_2_010000001_011000010_politics_sports_weddings,0.546344580298034,0.44338888900919693,0.5345791279428745,0.45908436865714786
3_2_010000001_110011001_politics_sports_tech,0.5669770652289224,0.475200635498621,0.5523727290658611,0.48393117954361675
3_2_010000010_000101010_wellness_parenting_divorce_queer voices,0.41305049897366897,0.4781769888016877,0.42403407784092895,0.4912609376364874
3_2_010000010_010010001_wellness_parenting_divorce_business_crime,0.4215746396207294,0.5744210670571903,0.4328557620695014,0.5631867563053211
3_2_010000010_010011011_wellness_parenting_divorce_money,0.4023005797027406,0.5166707596788741,0.41705520855107975,0.5125098418303032
3_2_010001000_000100000_college_latino voices,0.5003130876436548,0.48857336461502404,0.49644468956116233,0.4830531563951907
3_2_010010001_000000000_business_crime_media_religion,0.5311943895778157,0.49296296186288013,0.5544278766199925,0.49538918981021907
3_2_010010001_010001000_business_crime_college,0.5031949928632595,0.48323609985264465,0.5124743536897644,0.4852946619306789
3_2_010010001_100000001_business_crime_world news_u.s. news,0.6100807391537999,0.546010314996267,0.6269069103154945,0.5550480382850171
3_2_010011011_010001000_money_college,0.4511209274673008,0.4344670630202141,0.4473231107093384,0.4459268467575284
3_2_011000010_000000000_weddings_media_religion,0.4781065866136984,0.4717141561143142,0.4794209618191842,0.4728477415150625
3_2_011000010_001000100_weddings_style,0.4921437072662329,0.43602696875698177,0.482252343537555,0.441226460565926
3_2_011000010_010001000_weddings_college,0.41429833173911024,0.5606450751892262,0.4212479898430944,0.5365371330936823
3_2_011000010_100000010_weddings_impact,0.43324628619455624,0.4959445307573395,0.4343114534803543,0.4945297216892919
3_2_011000110_010000000_home & living_fifty,0.4228606090692588,0.5973882366247976,0.435293372145385,0.5809132705103107
3_2_100000001_000100000_world news_u.s. news_latino voices,0.7279094808324827,0.4840874022300328,0.7259655659465549,0.4911333260150013
3_2_100000001_010000000_world news_u.s. news_fifty,0.6316691922120088,0.4753159226629702,0.6561730332467486,0.4882124758249279
3_2_100000001_100011000_world news_u.s. news_science,0.6556941032199547,0.47019030639455783,0.6599939951140537,0.46519675873934674
3_2_100000001_110011001_world news_u.s. news_tech,0.6895650197532079,0.5374817785123597,0.6911414767923074,0.539358533471479
3_2_100000010_000000001_impact_good news_weird news,0.5341282886115053,0.542043388779539,0.5434127355209968,0.5344939912250279
3_2_100000010_000100000_impact_latino voices,0.4701968331432821,0.46196983643568723,0.47063535693581576,0.4650132579806118
